F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_49_37_649.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_49_37_649.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_49_37_649.jpg,0,0,0,0.005805755
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_49_37_762.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_49_37_762.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_49_37_762.jpg,0,0,0,0.003897255
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_49_37_881.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_49_37_881.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_49_37_881.jpg,0,0,0,0.01009419
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_49_37_972.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_49_37_972.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_49_37_972.jpg,0,0,0,0.003289365
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_49_38_090.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_49_38_090.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_49_38_090.jpg,0,0,0,0.001483567
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_49_38_415.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_49_38_415.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_49_38_415.jpg,0,0,0,0.001844102
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_10_484.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_10_484.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_10_484.jpg,0,0,0,1.265496E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_10_585.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_10_585.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_10_585.jpg,0,0,0,2.83525E-06
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_10_686.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_10_686.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_10_686.jpg,0,0,0,5.215988E-06
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_10_786.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_10_786.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_10_786.jpg,0,0,0,1.60304E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_10_899.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_10_899.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_10_899.jpg,0,0,0,3.196483E-06
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_10_992.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_10_992.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_10_992.jpg,0,0,0,2.794624E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_098.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_098.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_098.jpg,0,0,0,7.850716E-07
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_205.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_205.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_205.jpg,0,0,0,1.03109E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_312.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_312.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_312.jpg,0,0,0,1.822615E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_417.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_417.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_417.jpg,0,0,0,1.158389E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_545.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_545.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_545.jpg,0,0,0,1.649808E-05
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_613.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_613.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_613.jpg,0,0,0,9.179589E-06
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_719.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_719.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_719.jpg,0,0.318618,0,0.4366874
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_808.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_808.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_808.jpg,-0.2,0.5786064,0,1.004849
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_11_909.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_11_909.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_11_909.jpg,-0.45,0.8794404,0,2.004438
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_038.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_038.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_038.jpg,0,1,0,3.639986
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_213.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_213.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_213.jpg,0,1,0,5.506877
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_317.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_317.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_317.jpg,0,1,0,6.886919
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_419.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_419.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_419.jpg,0,1,0,8.024676
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_493.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_493.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_493.jpg,-0.15,1,0,8.696717
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_621.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_621.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_621.jpg,0,1,0,10.26069
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_807.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_807.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_807.jpg,0,1,0,11.99196
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_906.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_906.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_906.jpg,-0.25,1,0,13.19773
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_12_998.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_12_998.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_12_998.jpg,-0.5000001,1,0,14.14359
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_087.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_087.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_087.jpg,0,1,0,15.05066
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_179.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_179.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_179.jpg,0,1,0,16.18934
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_271.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_271.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_271.jpg,-0.2,1,0,17.01171
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_372.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_372.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_372.jpg,0,1,0,18.01872
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_483.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_483.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_483.jpg,0,1,0,19.25743
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_598.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_598.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_598.jpg,0,1,0,20.47592
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_698.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_698.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_698.jpg,-0.25,1,0,21.45871
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_799.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_799.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_799.jpg,-0.5000001,1,0,22.31645
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_886.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_886.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_886.jpg,-0.7,1,0,22.91989
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_13_983.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_13_983.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_13_983.jpg,-0.9500002,1,0,23.56076
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_102.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_102.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_102.jpg,0,1,0,24.58314
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_170.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_170.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_170.jpg,-0.15,1,0,25.16146
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_255.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_255.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_255.jpg,-0.35,1,0,25.9076
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_352.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_352.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_352.jpg,-0.6000001,0.7043428,0,26.4035
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_446.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_446.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_446.jpg,-0.8500001,0.4238656,0,26.40541
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_553.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_553.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_553.jpg,0,0.1027948,0,26.22339
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_656.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_656.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_656.jpg,0,0.4119904,0,26.43836
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_751.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_751.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_751.jpg,0,0.6926159,0,26.85371
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_840.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_840.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_840.jpg,0,0.9643922,0,27.6949
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_14_944.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_14_944.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_14_944.jpg,0,1,0,28.62092
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_038.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_038.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_038.jpg,0,1,0,29.54095
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_113.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_113.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_113.jpg,0,1,0,30.08887
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_215.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_215.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_215.jpg,0,1,0,30.19034
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_296.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_296.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_296.jpg,0,1,0,30.19029
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_403.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_403.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_403.jpg,0,1,0,30.19033
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_662.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_662.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_662.jpg,-0.6500001,1,0,30.1275
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_747.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_747.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_747.jpg,0,1,0,30.18383
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_854.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_854.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_854.jpg,0,1,0,30.18951
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_15_967.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_15_967.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_15_967.jpg,-0.3,1,0,30.17422
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_045.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_045.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_045.jpg,0,1,0,30.18898
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_132.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_132.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_132.jpg,0,1,0,30.18976
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_199.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_199.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_199.jpg,0,1,0,30.18856
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_296.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_296.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_296.jpg,0,1,0,30.19023
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_465.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_465.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_465.jpg,0.3,1,0,30.16817
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_623.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_623.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_623.jpg,0,1,0,30.19011
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_699.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_699.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_699.jpg,0,1,0,30.19025
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_794.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_794.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_794.jpg,0,1,0,30.19028
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_16_968.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_16_968.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_16_968.jpg,0,1,0,30.19026
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_052.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_052.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_052.jpg,-0.2,1,0,30.17916
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_145.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_145.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_145.jpg,0,1,0,30.19055
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_251.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_251.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_251.jpg,0,1,0,30.18856
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_346.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_346.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_346.jpg,0,1,0,30.19094
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_424.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_424.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_424.jpg,0,1,0,30.19075
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_541.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_541.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_541.jpg,0,1,0,30.19044
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_635.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_635.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_635.jpg,-0.25,1,0,30.1747
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_733.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_733.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_733.jpg,0,1,0,30.19092
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_852.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_852.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_852.jpg,0,1,0,30.1902
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_17_942.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_17_942.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_17_942.jpg,-0.25,1,0,30.17584
F:\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_07_02_08_50_18_019.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_07_02_08_50_18_019.jpg,F:\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_07_02_08_50_18_019.jpg,0,1,0,30.19015
